,winery,wine,year,rating,num_reviews,country,region,type,body,acidity,price_predicted
3676,Enrique Mendoza,Santa Rosa,2017,4.2,420,Espana,Alicante,Red,4.0,3.0,27.771204323002394
3677,Clos Pons,Roc Nu,2011,4.2,420,Espana,Costers del Segre,Red,4.0,3.0,14.95831362278841
3678,Sierra Cantabria,Coleccion Privada,2012,4.2,420,Espana,Rioja,Rioja Red,4.0,3.0,23.39055889341671
3679,Imperial,Rioja Reserva,2004,4.2,417,Espana,Rioja,Rioja Red,4.0,3.0,45.1479791047318
3680,Losada,Altos de Losada,2018,4.2,415,Espana,Bierzo,Mencia,4.0,3.0,38.967609098088815
3681,Mar de Frades,Rias Baixas Albarino Finca Valinas,2015,4.2,414,Espana,Rias Baixas,Albarino,4.0,3.0,28.888566091478197
3682,La Rioja Alta,Vina Alberdi Crianza,2018,4.2,410,Espana,Rioja,Rioja Red,4.0,3.0,22.46521225784909
3683,Bodegas La Horra,Corimbo I,2015,4.2,412,Espana,Ribera del Duero,Ribera Del Duero Red,4.0,3.0,29.205909709583466
3684,Vina Pedrosa,Gran Reserva,2011,4.2,410,Espana,Ribera del Duero,Ribera Del Duero Red,4.0,3.0,33.263402941481445
3685,Campillo,Gran Reserva Rioja,2012,4.2,410,Espana,Rioja,Rioja Red,4.0,3.0,41.04865769823732
3686,Ramon do Casar,Treixadura,2020,4.2,407,Espana,Ribeiro,unknown,4.0,3.0,16.854720247363502
3687,Lustau,Candela Cream Dulce Sweet,2017,4.2,405,Espana,Jerez-Xeres-Sherry,Sherry,4.0,3.0,17.817286576368133
3688,Portal del Priorat,Clos del Portal Somni,2014,4.2,404,Espana,Priorato,Priorat Red,4.0,3.0,25.058587951233903
3689,Binigrau,Nounat,2020,4.2,404,Espana,Mallorca,unknown,4.0,3.0,39.90500054292943
3690,Ramon Bilbao,Mirto,2011,4.2,402,Espana,Rioja,Rioja Red,4.0,3.0,44.02744262849592
3691,Matsu,El Viejo,2019,4.2,400,Espana,Toro,Toro Red,4.0,3.0,32.882915015672324
3692,Artadi,Valdegines,2016,4.2,398,Espana,Vino de Espana,Tempranillo,4.0,3.0,14.903189331898375
3693,Contino,Rioja Graciano,2011,4.2,395,Espana,Rioja,Rioja Red,4.0,3.0,6.800353688315909
3694,Contino,Reserva,2016,4.2,392,Espana,Rioja,Rioja Red,4.0,3.0,15.536321240444522
3695,Conreria d'Scala Dei,Les Brugueres,2018,4.2,390,Espana,Priorato,Priorat Red,4.0,3.0,33.677623023062324
3696,Mustiguillo,Finca Terrerazo,2017,4.2,390,Espana,El Terrerazo,Red,4.0,3.0,25.27749977819917
3697,Matarromera,Gran Reserva,2011,4.2,389,Espana,Ribera del Duero,Ribera Del Duero Red,4.0,3.0,48.388712944236886
3698,Sei Solo,Preludio,2016,4.2,388,Espana,Ribera del Duero,Ribera Del Duero Red,4.0,3.0,33.23930093253034
3699,Vinedos de Paganos,El Puntido,2005,4.2,384,Espana,Rioja,Rioja Red,4.0,3.0,27.771204323002394
3700,La Vicalanda,Reserva,2015,4.2,420,Espana,Rioja,Rioja Red,4.0,3.0,14.95831362278841
3701,Enrique Mendoza,Santa Rosa,2017,4.2,420,Espana,Alicante,Red,4.0,3.0,23.39055889341671
3702,Clos Pons,Roc Nu,2011,4.2,420,Espana,Costers del Segre,Red,4.0,3.0,44.02744262849592
3703,Sierra Cantabria,Coleccion Privada,2012,4.2,420,Espana,Rioja,Rioja Red,4.0,3.0,37.84707262185293
3704,Imperial,Rioja Reserva,2004,4.2,417,Espana,Rioja,Rioja Red,4.0,3.0,28.888566091478197
3705,Losada,Altos de Losada,2018,4.2,415,Espana,Bierzo,Mencia,3.0,3.0,22.46521225784909
3706,Mar de Frades,Rias Baixas Albarino Finca Valinas,2015,4.2,414,Espana,Rias Baixas,Albarino,3.0,3.0,29.205909709583466
3707,La Rioja Alta,Vina Alberdi Crianza,2018,4.2,410,Espana,Rioja,Rioja Red,4.0,3.0,33.263402941481445
3708,Bodegas La Horra,Corimbo I,2015,4.2,412,Espana,Ribera del Duero,Ribera Del Duero Red,5.0,3.0,41.04865769823732
3709,Vina Pedrosa,Gran Reserva,2011,4.2,410,Espana,Ribera del Duero,Ribera Del Duero Red,5.0,3.0,16.854720247363502
3710,Campillo,Gran Reserva Rioja,2012,4.2,410,Espana,Rioja,Rioja Red,4.0,3.0,17.817286576368133
3711,Ramon do Casar,Treixadura,2020,4.2,407,Espana,Ribeiro,unknown,4.0,3.0,25.058587951233903
3712,Lustau,Candela Cream Dulce Sweet,2017,4.2,405,Espana,Jerez-Xeres-Sherry,Sherry,4.0,3.0,39.90500054292943
3713,Portal del Priorat,Clos del Portal Somni,2014,4.2,404,Espana,Priorato,Priorat Red,4.0,3.0,44.02744262849592
3714,Binigrau,Nounat,2020,4.2,404,Espana,Mallorca,unknown,4.0,3.0,32.882915015672324
3715,Ramon Bilbao,Mirto,2011,4.2,402,Espana,Rioja,Rioja Red,4.0,3.0,14.903189331898375
3716,Matsu,El Viejo,2019,4.2,400,Espana,Toro,Toro Red,5.0,3.0,6.800353688315909
3717,Artadi,Valdegines,2016,4.2,398,Espana,Vino de Espana,Tempranillo,4.0,2.0,15.536321240444522
3718,Contino,Rioja Graciano,2011,4.2,395,Espana,Rioja,Rioja Red,4.0,3.0,33.677623023062324
3719,Contino,Reserva,2016,4.2,392,Espana,Rioja,Rioja Red,4.0,3.0,25.27749977819917
3720,Conreria d'Scala Dei,Les Brugueres,2018,4.2,390,Espana,Priorato,Priorat Red,4.0,3.0,48.388712944236886
3721,Mustiguillo,Finca Terrerazo,2017,4.2,390,Espana,El Terrerazo,Red,4.0,3.0,33.23930093253034
3722,Matarromera,Gran Reserva,2011,4.2,389,Espana,Ribera del Duero,Ribera Del Duero Red,5.0,3.0,27.771204323002394
3723,Sei Solo,Preludio,2016,4.2,388,Espana,Ribera del Duero,Ribera Del Duero Red,5.0,3.0,14.95831362278841
3724,Vinedos de Paganos,El Puntido,2005,4.2,384,Espana,Rioja,Rioja Red,4.0,3.0,23.39055889341671
3725,La Vicalanda,Reserva,2015,4.2,420,Espana,Rioja,Rioja Red,4.0,3.0,44.02744262849592
3726,Enrique Mendoza,Santa Rosa,2017,4.2,420,Espana,Alicante,Red,4.0,3.0,37.84707262185293
3727,Clos Pons,Roc Nu,2011,4.2,420,Espana,Costers del Segre,Red,4.0,3.0,28.888566091478197
3728,Sierra Cantabria,Coleccion Privada,2012,4.2,420,Espana,Rioja,Rioja Red,4.0,3.0,22.46521225784909
3729,Imperial,Rioja Reserva,2004,4.2,417,Espana,Rioja,Rioja Red,4.0,3.0,29.205909709583466
3730,Losada,Altos de Losada,2018,4.2,415,Espana,Bierzo,Mencia,3.0,3.0,33.263402941481445
3731,Mar de Frades,Rias Baixas Albarino Finca Valinas,2015,4.2,414,Espana,Rias Baixas,Albarino,3.0,3.0,41.04865769823732
3732,La Rioja Alta,Vina Alberdi Crianza,2018,4.2,410,Espana,Rioja,Rioja Red,4.0,3.0,15.734183771127846
3733,Bodegas La Horra,Corimbo I,2015,4.2,412,Espana,Ribera del Duero,Ribera Del Duero Red,5.0,3.0,16.696750100132476
3734,Vina Pedrosa,Gran Reserva,2011,4.2,410,Espana,Ribera del Duero,Ribera Del Duero Red,5.0,3.0,25.058587951233903
3735,Campillo,Gran Reserva Rioja,2012,4.2,410,Espana,Rioja,Rioja Red,4.0,3.0,41.02553701916531
3736,Ramon do Casar,Treixadura,2020,4.2,407,Espana,Ribeiro,unknown,4.0,3.0,45.1479791047318
3737,Lustau,Candela Cream Dulce Sweet,2017,4.2,405,Espana,Jerez-Xeres-Sherry,Sherry,4.0,3.0,32.882915015672324
3738,Portal del Priorat,Clos del Portal Somni,2014,4.2,404,Espana,Priorato,Priorat Red,4.0,3.0,14.903189331898375
3739,Binigrau,Nounat,2020,4.2,404,Espana,Mallorca,unknown,4.0,3.0,6.800353688315909
3740,Ramon Bilbao,Mirto,2011,4.2,402,Espana,Rioja,Rioja Red,4.0,3.0,15.536321240444522
3741,Matsu,El Viejo,2019,4.2,400,Espana,Toro,Toro Red,5.0,3.0,33.677623023062324
3742,Artadi,Valdegines,2016,4.2,398,Espana,Vino de Espana,Tempranillo,4.0,2.0,26.398036254435056
3743,Contino,Rioja Graciano,2011,4.2,395,Espana,Rioja,Rioja Red,4.0,3.0,37.683862676448825
3744,Contino,Reserva,2016,4.2,392,Espana,Rioja,Rioja Red,4.0,3.0,33.23930093253034
3745,Conreria d'Scala Dei,Les Brugueres,2018,4.2,390,Espana,Priorato,Priorat Red,4.0,3.0,27.771204323002394
3746,Mustiguillo,Finca Terrerazo,2017,4.2,390,Espana,El Terrerazo,Red,4.0,3.0,14.95831362278841
3747,Matarromera,Gran Reserva,2011,4.2,389,Espana,Ribera del Duero,Ribera Del Duero Red,5.0,3.0,23.39055889341671
3748,Sei Solo,Preludio,2016,4.2,388,Espana,Ribera del Duero,Ribera Del Duero Red,5.0,3.0,45.1479791047318
3749,Vinedos de Paganos,El Puntido,2005,4.2,384,Espana,Rioja,Rioja Red,4.0,3.0,38.967609098088815
3750,La Vicalanda,Reserva,2015,4.2,420,Espana,Rioja,Rioja Red,4.0,3.0,28.888566091478197
3751,Enrique Mendoza,Santa Rosa,2017,4.2,420,Espana,Alicante,Red,4.0,3.0,22.46521225784909
3752,Clos Pons,Roc Nu,2011,4.2,420,Espana,Costers del Segre,Red,4.0,3.0,29.205909709583466
3753,Sierra Cantabria,Coleccion Privada,2012,4.2,420,Espana,Rioja,Rioja Red,4.0,3.0,33.263402941481445
3754,Imperial,Rioja Reserva,2004,4.2,417,Espana,Rioja,Rioja Red,4.0,3.0,41.04865769823732
3755,Losada,Altos de Losada,2018,4.2,415,Espana,Bierzo,Mencia,3.0,3.0,15.734183771127846
3756,Mar de Frades,Rias Baixas Albarino Finca Valinas,2015,4.2,414,Espana,Rias Baixas,Albarino,3.0,3.0,16.696750100132476
3757,La Rioja Alta,Vina Alberdi Crianza,2018,4.2,410,Espana,Rioja,Rioja Red,4.0,3.0,25.058587951233903
3758,Bodegas La Horra,Corimbo I,2015,4.2,412,Espana,Ribera del Duero,Ribera Del Duero Red,5.0,3.0,41.02553701916531
3759,Vina Pedrosa,Gran Reserva,2011,4.2,410,Espana,Ribera del Duero,Ribera Del Duero Red,5.0,3.0,45.1479791047318
3760,Campillo,Gran Reserva Rioja,2012,4.2,410,Espana,Rioja,Rioja Red,4.0,3.0,32.882915015672324
3761,Ramon do Casar,Treixadura,2020,4.2,407,Espana,Ribeiro,unknown,4.0,3.0,14.903189331898375
3762,Lustau,Candela Cream Dulce Sweet,2017,4.2,405,Espana,Jerez-Xeres-Sherry,Sherry,4.0,3.0,6.800353688315909
3763,Portal del Priorat,Clos del Portal Somni,2014,4.2,404,Espana,Priorato,Priorat Red,4.0,3.0,15.536321240444522
3764,Binigrau,Nounat,2020,4.2,404,Espana,Mallorca,unknown,4.0,3.0,33.677623023062324
3765,Ramon Bilbao,Mirto,2011,4.2,402,Espana,Rioja,Rioja Red,4.0,3.0,26.398036254435056
3766,Matsu,El Viejo,2019,4.2,400,Espana,Toro,Toro Red,5.0,3.0,37.683862676448825
3767,Artadi,Valdegines,2016,4.2,398,Espana,Vino de Espana,Tempranillo,4.0,2.0,33.23930093253034
3768,Contino,Rioja Graciano,2011,4.2,395,Espana,Rioja,Rioja Red,4.0,3.0,27.771204323002394
3769,Contino,Reserva,2016,4.2,392,Espana,Rioja,Rioja Red,4.0,3.0,14.95831362278841
3770,Conreria d'Scala Dei,Les Brugueres,2018,4.2,390,Espana,Priorato,Priorat Red,4.0,3.0,23.39055889341671
3771,Mustiguillo,Finca Terrerazo,2017,4.2,390,Espana,El Terrerazo,Red,4.0,3.0,45.1479791047318
3772,Matarromera,Gran Reserva,2011,4.2,389,Espana,Ribera del Duero,Ribera Del Duero Red,5.0,3.0,38.967609098088815
3773,Sei Solo,Preludio,2016,4.2,388,Espana,Ribera del Duero,Ribera Del Duero Red,5.0,3.0,28.888566091478197
3774,Vinedos de Paganos,El Puntido,2005,4.2,384,Espana,Rioja,Rioja Red,4.0,3.0,22.46521225784909
3775,La Vicalanda,Reserva,2015,4.2,420,Espana,Rioja,Rioja Red,4.0,3.0,29.205909709583466
3776,Enrique Mendoza,Santa Rosa,2017,4.2,420,Espana,Alicante,Red,4.0,3.0,33.263402941481445
3777,Clos Pons,Roc Nu,2011,4.2,420,Espana,Costers del Segre,Red,4.0,3.0,41.04865769823732
3778,Sierra Cantabria,Coleccion Privada,2012,4.2,420,Espana,Rioja,Rioja Red,4.0,3.0,15.734183771127846
3779,Imperial,Rioja Reserva,2004,4.2,417,Espana,Rioja,Rioja Red,4.0,3.0,16.696750100132476
3780,Losada,Altos de Losada,2018,4.2,415,Espana,Bierzo,Mencia,3.0,3.0,25.058587951233903
3781,Mar de Frades,Rias Baixas Albarino Finca Valinas,2015,4.2,414,Espana,Rias Baixas,Albarino,3.0,3.0,41.02553701916531
3782,La Rioja Alta,Vina Alberdi Crianza,2018,4.2,410,Espana,Rioja,Rioja Red,4.0,3.0,45.1479791047318
3783,Bodegas La Horra,Corimbo I,2015,4.2,412,Espana,Ribera del Duero,Ribera Del Duero Red,5.0,3.0,32.882915015672324
3784,Vina Pedrosa,Gran Reserva,2011,4.2,410,Espana,Ribera del Duero,Ribera Del Duero Red,5.0,3.0,14.903189331898375
3785,Campillo,Gran Reserva Rioja,2012,4.2,410,Espana,Rioja,Rioja Red,4.0,3.0,6.800353688315909
3786,Ramon do Casar,Treixadura,2020,4.2,407,Espana,Ribeiro,unknown,4.0,3.0,15.536321240444522
3787,Lustau,Candela Cream Dulce Sweet,2017,4.2,405,Espana,Jerez-Xeres-Sherry,Sherry,4.0,3.0,33.677623023062324
3788,Portal del Priorat,Clos del Portal Somni,2014,4.2,404,Espana,Priorato,Priorat Red,4.0,3.0,26.398036254435056
3789,Binigrau,Nounat,2020,4.2,404,Espana,Mallorca,unknown,4.0,3.0,37.683862676448825
3790,Ramon Bilbao,Mirto,2011,4.2,402,Espana,Rioja,Rioja Red,4.0,3.0,33.23930093253034
3791,Matsu,El Viejo,2019,4.2,400,Espana,Toro,Toro Red,5.0,3.0,27.771204323002394
3792,Artadi,Valdegines,2016,4.2,398,Espana,Vino de Espana,Tempranillo,4.0,2.0,14.95831362278841
3793,Contino,Rioja Graciano,2011,4.2,395,Espana,Rioja,Rioja Red,4.0,3.0,23.39055889341671
3794,Contino,Reserva,2016,4.2,392,Espana,Rioja,Rioja Red,4.0,3.0,45.1479791047318
3795,Conreria d'Scala Dei,Les Brugueres,2018,4.2,390,Espana,Priorato,Priorat Red,4.0,3.0,38.967609098088815
3796,Mustiguillo,Finca Terrerazo,2017,4.2,390,Espana,El Terrerazo,Red,4.0,3.0,28.888566091478197
3797,Matarromera,Gran Reserva,2011,4.2,389,Espana,Ribera del Duero,Ribera Del Duero Red,5.0,3.0,22.46521225784909
3798,Sei Solo,Preludio,2016,4.2,388,Espana,Ribera del Duero,Ribera Del Duero Red,5.0,3.0,29.205909709583466
3799,Vinedos de Paganos,El Puntido,2005,4.2,384,Espana,Rioja,Rioja Red,4.0,3.0,33.263402941481445
3800,La Vicalanda,Reserva,2015,4.2,420,Espana,Rioja,Rioja Red,4.0,3.0,41.04865769823732
3801,Enrique Mendoza,Santa Rosa,2017,4.2,420,Espana,Alicante,Red,4.0,3.0,15.734183771127846
3802,Clos Pons,Roc Nu,2011,4.2,420,Espana,Costers del Segre,Red,4.0,3.0,16.696750100132476
3803,Sierra Cantabria,Coleccion Privada,2012,4.2,420,Espana,Rioja,Rioja Red,4.0,3.0,25.058587951233903
3804,Imperial,Rioja Reserva,2004,4.2,417,Espana,Rioja,Rioja Red,4.0,3.0,41.02553701916531
3805,Losada,Altos de Losada,2018,4.2,415,Espana,Bierzo,Mencia,3.0,3.0,45.1479791047318
3806,Mar de Frades,Rias Baixas Albarino Finca Valinas,2015,4.2,414,Espana,Rias Baixas,Albarino,3.0,3.0,32.882915015672324
3807,La Rioja Alta,Vina Alberdi Crianza,2018,4.2,410,Espana,Rioja,Rioja Red,4.0,3.0,14.903189331898375
3808,Bodegas La Horra,Corimbo I,2015,4.2,412,Espana,Ribera del Duero,Ribera Del Duero Red,5.0,3.0,6.800353688315909
3809,Vina Pedrosa,Gran Reserva,2011,4.2,410,Espana,Ribera del Duero,Ribera Del Duero Red,5.0,3.0,15.536321240444522
3810,Campillo,Gran Reserva Rioja,2012,4.2,410,Espana,Rioja,Rioja Red,4.0,3.0,33.677623023062324
3811,Ramon do Casar,Treixadura,2020,4.2,407,Espana,Ribeiro,unknown,4.0,3.0,26.398036254435056
3812,Lustau,Candela Cream Dulce Sweet,2017,4.2,405,Espana,Jerez-Xeres-Sherry,Sherry,4.0,3.0,37.683862676448825
3813,Portal del Priorat,Clos del Portal Somni,2014,4.2,404,Espana,Priorato,Priorat Red,4.0,3.0,33.23930093253034
3814,Binigrau,Nounat,2020,4.2,404,Espana,Mallorca,unknown,4.0,3.0,27.771204323002394
3815,Ramon Bilbao,Mirto,2011,4.2,402,Espana,Rioja,Rioja Red,4.0,3.0,14.95831362278841
3816,Matsu,El Viejo,2019,4.2,400,Espana,Toro,Toro Red,5.0,3.0,23.39055889341671
3817,Artadi,Valdegines,2016,4.2,398,Espana,Vino de Espana,Tempranillo,4.0,2.0,45.1479791047318
3818,Contino,Rioja Graciano,2011,4.2,395,Espana,Rioja,Rioja Red,4.0,3.0,38.967609098088815
3819,Contino,Reserva,2016,4.2,392,Espana,Rioja,Rioja Red,4.0,3.0,28.888566091478197
3820,Conreria d'Scala Dei,Les Brugueres,2018,4.2,390,Espana,Priorato,Priorat Red,4.0,3.0,22.46521225784909
3821,Mustiguillo,Finca Terrerazo,2017,4.2,390,Espana,El Terrerazo,Red,4.0,3.0,29.205909709583466
3822,Matarromera,Gran Reserva,2011,4.2,389,Espana,Ribera del Duero,Ribera Del Duero Red,5.0,3.0,33.263402941481445
3823,Sei Solo,Preludio,2016,4.2,388,Espana,Ribera del Duero,Ribera Del Duero Red,5.0,3.0,41.04865769823732
3824,Vinedos de Paganos,El Puntido,2005,4.2,384,Espana,Rioja,Rioja Red,4.0,3.0,15.734183771127846
3825,La Vicalanda,Reserva,2015,4.2,420,Espana,Rioja,Rioja Red,4.0,3.0,16.696750100132476
3826,Enrique Mendoza,Santa Rosa,2017,4.2,420,Espana,Alicante,Red,4.0,3.0,25.058587951233903
3827,Clos Pons,Roc Nu,2011,4.2,420,Espana,Costers del Segre,Red,4.0,3.0,41.02553701916531
3828,Sierra Cantabria,Coleccion Privada,2012,4.2,420,Espana,Rioja,Rioja Red,4.0,3.0,45.1479791047318
3829,Imperial,Rioja Reserva,2004,4.2,417,Espana,Rioja,Rioja Red,4.0,3.0,32.882915015672324
3830,Losada,Altos de Losada,2018,4.2,415,Espana,Bierzo,Mencia,3.0,3.0,14.903189331898375
3831,Mar de Frades,Rias Baixas Albarino Finca Valinas,2015,4.2,414,Espana,Rias Baixas,Albarino,3.0,3.0,6.800353688315909
3832,La Rioja Alta,Vina Alberdi Crianza,2018,4.2,410,Espana,Rioja,Rioja Red,4.0,3.0,15.536321240444522
3833,Bodegas La Horra,Corimbo I,2015,4.2,412,Espana,Ribera del Duero,Ribera Del Duero Red,5.0,3.0,33.677623023062324
3834,Vina Pedrosa,Gran Reserva,2011,4.2,410,Espana,Ribera del Duero,Ribera Del Duero Red,5.0,3.0,26.398036254435056
3835,Campillo,Gran Reserva Rioja,2012,4.2,410,Espana,Rioja,Rioja Red,4.0,3.0,37.683862676448825
3836,Ramon do Casar,Treixadura,2020,4.2,407,Espana,Ribeiro,unknown,4.0,3.0,33.23930093253034
3837,Lustau,Candela Cream Dulce Sweet,2017,4.2,405,Espana,Jerez-Xeres-Sherry,Sherry,4.0,3.0,27.771204323002394
3838,Portal del Priorat,Clos del Portal Somni,2014,4.2,404,Espana,Priorato,Priorat Red,4.0,3.0,14.95831362278841
3839,Binigrau,Nounat,2020,4.2,404,Espana,Mallorca,unknown,4.0,3.0,23.39055889341671
3840,Ramon Bilbao,Mirto,2011,4.2,402,Espana,Rioja,Rioja Red,4.0,3.0,45.1479791047318
3841,Matsu,El Viejo,2019,4.2,400,Espana,Toro,Toro Red,5.0,3.0,38.967609098088815
3842,Artadi,Valdegines,2016,4.2,398,Espana,Vino de Espana,Tempranillo,4.0,2.0,28.888566091478197
3843,Contino,Rioja Graciano,2011,4.2,395,Espana,Rioja,Rioja Red,4.0,3.0,22.46521225784909
3844,Contino,Reserva,2016,4.2,392,Espana,Rioja,Rioja Red,4.0,3.0,29.205909709583466
3845,Conreria d'Scala Dei,Les Brugueres,2018,4.2,390,Espana,Priorato,Priorat Red,4.0,3.0,33.263402941481445
3846,Mustiguillo,Finca Terrerazo,2017,4.2,390,Espana,El Terrerazo,Red,4.0,3.0,41.04865769823732
3847,Matarromera,Gran Reserva,2011,4.2,389,Espana,Ribera del Duero,Ribera Del Duero Red,5.0,3.0,15.734183771127846
3848,Sei Solo,Preludio,2016,4.2,388,Espana,Ribera del Duero,Ribera Del Duero Red,5.0,3.0,16.696750100132476
3849,Vinedos de Paganos,El Puntido,2005,4.2,384,Espana,Rioja,Rioja Red,4.0,3.0,25.058587951233903
3850,La Vicalanda,Reserva,2015,4.2,420,Espana,Rioja,Rioja Red,4.0,3.0,41.02553701916531
3851,Enrique Mendoza,Santa Rosa,2017,4.2,420,Espana,Alicante,Red,4.0,3.0,45.1479791047318
3852,Clos Pons,Roc Nu,2011,4.2,420,Espana,Costers del Segre,Red,4.0,3.0,32.882915015672324
3853,Sierra Cantabria,Coleccion Privada,2012,4.2,420,Espana,Rioja,Rioja Red,4.0,3.0,14.903189331898375
3854,Imperial,Rioja Reserva,2004,4.2,417,Espana,Rioja,Rioja Red,4.0,3.0,6.800353688315909
3855,Losada,Altos de Losada,2018,4.2,415,Espana,Bierzo,Mencia,3.0,3.0,15.536321240444522
3856,Mar de Frades,Rias Baixas Albarino Finca Valinas,2015,4.2,414,Espana,Rias Baixas,Albarino,3.0,3.0,33.677623023062324
3857,La Rioja Alta,Vina Alberdi Crianza,2018,4.2,410,Espana,Rioja,Rioja Red,4.0,3.0,26.398036254435056
3858,Bodegas La Horra,Corimbo I,2015,4.2,412,Espana,Ribera del Duero,Ribera Del Duero Red,5.0,3.0,37.683862676448825
3859,Vina Pedrosa,Gran Reserva,2011,4.2,410,Espana,Ribera del Duero,Ribera Del Duero Red,5.0,3.0,33.23930093253034
3860,Campillo,Gran Reserva Rioja,2012,4.2,410,Espana,Rioja,Rioja Red,4.0,3.0,27.771204323002394
3861,Ramon do Casar,Treixadura,2020,4.2,407,Espana,Ribeiro,unknown,4.0,3.0,14.95831362278841
3862,Lustau,Candela Cream Dulce Sweet,2017,4.2,405,Espana,Jerez-Xeres-Sherry,Sherry,4.0,3.0,23.39055889341671
3863,Portal del Priorat,Clos del Portal Somni,2014,4.2,404,Espana,Priorato,Priorat Red,4.0,3.0,45.1479791047318
3864,Binigrau,Nounat,2020,4.2,404,Espana,Mallorca,unknown,4.0,3.0,38.967609098088815
3865,Ramon Bilbao,Mirto,2011,4.2,402,Espana,Rioja,Rioja Red,4.0,3.0,28.888566091478197
3866,Matsu,El Viejo,2019,4.2,400,Espana,Toro,Toro Red,5.0,3.0,22.46521225784909
3867,Artadi,Valdegines,2016,4.2,398,Espana,Vino de Espana,Tempranillo,4.0,2.0,29.205909709583466
3868,Contino,Rioja Graciano,2011,4.2,395,Espana,Rioja,Rioja Red,4.0,3.0,33.263402941481445
3869,Contino,Reserva,2016,4.2,392,Espana,Rioja,Rioja Red,4.0,3.0,41.04865769823732
3870,Conreria d'Scala Dei,Les Brugueres,2018,4.2,390,Espana,Priorato,Priorat Red,4.0,3.0,15.734183771127846
3871,Mustiguillo,Finca Terrerazo,2017,4.2,390,Espana,El Terrerazo,Red,4.0,3.0,16.696750100132476
3872,Matarromera,Gran Reserva,2011,4.2,389,Espana,Ribera del Duero,Ribera Del Duero Red,5.0,3.0,25.058587951233903
3873,Sei Solo,Preludio,2016,4.2,388,Espana,Ribera del Duero,Ribera Del Duero Red,5.0,3.0,41.02553701916531
3874,Vinedos de Paganos,El Puntido,2005,4.2,384,Espana,Rioja,Rioja Red,4.0,3.0,45.1479791047318
3875,La Vicalanda,Reserva,2015,4.2,420,Espana,Rioja,Rioja Red,4.0,3.0,32.882915015672324
3876,Enrique Mendoza,Santa Rosa,2017,4.2,420,Espana,Alicante,Red,4.0,3.0,14.903189331898375
3877,Clos Pons,Roc Nu,2011,4.2,420,Espana,Costers del Segre,Red,4.0,3.0,6.800353688315909
3878,Sierra Cantabria,Coleccion Privada,2012,4.2,420,Espana,Rioja,Rioja Red,4.0,3.0,15.536321240444522
3879,Imperial,Rioja Reserva,2004,4.2,417,Espana,Rioja,Rioja Red,4.0,3.0,33.677623023062324
3880,Losada,Altos de Losada,2018,4.2,415,Espana,Bierzo,Mencia,4.0,3.0,26.398036254435056
3881,Mar de Frades,Rias Baixas Albarino Finca Valinas,2015,4.2,414,Espana,Rias Baixas,Albarino,4.0,3.0,37.683862676448825
3882,La Rioja Alta,Vina Alberdi Crianza,2018,4.2,410,Espana,Rioja,Rioja Red,4.0,3.0,33.23930093253034
3883,Bodegas La Horra,Corimbo I,2015,4.2,412,Espana,Ribera del Duero,Ribera Del Duero Red,4.0,3.0,27.771204323002394
3884,Vina Pedrosa,Gran Reserva,2011,4.2,410,Espana,Ribera del Duero,Ribera Del Duero Red,4.0,3.0,14.95831362278841
3885,Campillo,Gran Reserva Rioja,2012,4.2,410,Espana,Rioja,Rioja Red,4.0,3.0,23.39055889341671
3886,Ramon do Casar,Treixadura,2020,4.2,407,Espana,Ribeiro,unknown,4.0,3.0,45.1479791047318
3887,Lustau,Candela Cream Dulce Sweet,2017,4.2,405,Espana,Jerez-Xeres-Sherry,Sherry,4.0,3.0,38.967609098088815
3888,Portal del Priorat,Clos del Portal Somni,2014,4.2,404,Espana,Priorato,Priorat Red,4.0,3.0,28.888566091478197
3889,Binigrau,Nounat,2020,4.2,404,Espana,Mallorca,unknown,4.0,3.0,22.46521225784909
3890,Ramon Bilbao,Mirto,2011,4.2,402,Espana,Rioja,Rioja Red,4.0,3.0,29.205909709583466
3891,Matsu,El Viejo,2019,4.2,400,Espana,Toro,Toro Red,4.0,3.0,33.263402941481445
3892,Artadi,Valdegines,2016,4.2,398,Espana,Vino de Espana,Tempranillo,4.0,3.0,41.04865769823732
3893,Contino,Rioja Graciano,2011,4.2,395,Espana,Rioja,Rioja Red,4.0,3.0,15.734183771127846
3894,Contino,Reserva,2016,4.2,392,Espana,Rioja,Rioja Red,4.0,3.0,16.696750100132476
3895,Conreria d'Scala Dei,Les Brugueres,2018,4.2,390,Espana,Priorato,Priorat Red,4.0,3.0,25.058587951233903
3896,Mustiguillo,Finca Terrerazo,2017,4.2,390,Espana,El Terrerazo,Red,4.0,3.0,41.02553701916531
3897,Matarromera,Gran Reserva,2011,4.2,389,Espana,Ribera del Duero,Ribera Del Duero Red,4.0,3.0,45.1479791047318
3898,Sei Solo,Preludio,2016,4.2,388,Espana,Ribera del Duero,Ribera Del Duero Red,4.0,3.0,32.882915015672324
3899,Vinedos de Paganos,El Puntido,2005,4.2,384,Espana,Rioja,Rioja Red,4.0,3.0,14.903189331898375
3900,La Vicalanda,Reserva,2015,4.2,420,Espana,Rioja,Rioja Red,4.0,3.0,6.800353688315909
3901,Enrique Mendoza,Santa Rosa,2017,4.2,420,Espana,Alicante,Red,4.0,3.0,15.536321240444522
3902,Clos Pons,Roc Nu,2011,4.2,420,Espana,Costers del Segre,Red,4.0,3.0,33.677623023062324
